id,description,payload,context,example_query,is_attack,attack_type
279,Legitimate but noisy web request,user_input=gx2etYSa%3Ctest%3E,Web Traffic,Normal request,No,
280,Legitimate but noisy web request,/download/6axYmZFB_script.pdf,Web Traffic,Normal request,No,
281,Legitimate but noisy web request,user_input=UrTN1Cuv%3Ctest%3E,Web Traffic,Normal request,No,
282,Legitimate but noisy web request,/blog/script-Rfjdhq5e-tips,Web Traffic,Normal request,No,
283,Legitimate but noisy web request,user_input=Ix0VjFcQ%3Ctest%3E,Web Traffic,Normal request,No,
284,Legitimate but noisy web request,/search?q=select+p0yOfNKR&page=8,Web Traffic,Normal request,No,
285,Legitimate but noisy web request,/search?q=select+MUWJPsjJ&page=9,Web Traffic,Normal request,No,
286,Legitimate but noisy web request,/product?id=80669&desc=<b>8tQoXmm6</b>,Web Traffic,Normal request,No,
287,Legitimate but noisy web request,/api/data/HOjAtxN7?token=9d97259e6e4c25e7,Web Traffic,Normal request,No,
288,Legitimate but noisy web request,/page?name=c4wxFsr8&status=active,Web Traffic,Normal request,No,
289,Legitimate but noisy web request,/download/JBaLWFpr_script.pdf,Web Traffic,Normal request,No,
290,Legitimate but noisy web request,/search?q=select+AxlyEHVb&page=8,Web Traffic,Normal request,No,
291,Legitimate but noisy web request,user_input=rnRCh2Mv%3Ctest%3E,Web Traffic,Normal request,No,
292,Legitimate but noisy web request,/api/data/Nqy5YskT?token=ffa36027a0dadea4,Web Traffic,Normal request,No,
293,Legitimate but noisy web request,/blog/script-dk2MPclk-tips,Web Traffic,Normal request,No,
294,Legitimate but noisy web request,/page?name=QIc54Mfh&status=active,Web Traffic,Normal request,No,
295,Legitimate but noisy web request,/search?q=select+eEkETwGE&page=5,Web Traffic,Normal request,No,
296,Legitimate but noisy web request,/download/PPG9Lza6_script.pdf,Web Traffic,Normal request,No,
297,Legitimate but noisy web request,/search?q=select+EXNkKq3z&page=2,Web Traffic,Normal request,No,
298,Legitimate but noisy web request,/download/FgEu0qXC_script.pdf,Web Traffic,Normal request,No,
299,Legitimate but noisy web request,/page?name=amfa81Ed&status=active,Web Traffic,Normal request,No,
300,Legitimate but noisy web request,/download/uI1Qs45O_script.pdf,Web Traffic,Normal request,No,
301,Legitimate but noisy web request,/page?name=hwyabrCE&status=active,Web Traffic,Normal request,No,
302,Legitimate but noisy web request,/search?q=select+O3xGgYAs&page=3,Web Traffic,Normal request,No,
303,Legitimate but noisy web request,/admin/tools?cmd=view&id=19702,Web Traffic,Normal request,No,
304,Legitimate but noisy web request,/search?q=select+IP9KtVwL&page=6,Web Traffic,Normal request,No,
305,Legitimate but noisy web request,/page?name=YylnD6KV&status=active,Web Traffic,Normal request,No,
306,Legitimate but noisy web request,user_input=lgV7xAYE%3Ctest%3E,Web Traffic,Normal request,No,
307,Legitimate but noisy web request,/search?q=select+AUyOh2aO&page=6,Web Traffic,Normal request,No,
308,Legitimate but noisy web request,/download/IbCwYrfB_script.pdf,Web Traffic,Normal request,No,
309,Legitimate but noisy web request,/download/iP6FTjZU_script.pdf,Web Traffic,Normal request,No,
310,Legitimate but noisy web request,user_input=XgjjXVP0%3Ctest%3E,Web Traffic,Normal request,No,
311,Legitimate but noisy web request,/page?name=UgOV9q5A&status=active,Web Traffic,Normal request,No,
312,Legitimate but noisy web request,/page?name=dj3xfhc4&status=active,Web Traffic,Normal request,No,
313,Legitimate but noisy web request,/api/data/Gc9mpAVX?token=c8f18394bdf6ce4d,Web Traffic,Normal request,No,
314,Legitimate but noisy web request,/search?q=select+gyENqmak&page=2,Web Traffic,Normal request,No,
315,Legitimate but noisy web request,/download/tqNWJlw9_script.pdf,Web Traffic,Normal request,No,
316,Legitimate but noisy web request,/product?id=93648&desc=<b>hqjEGmJq</b>,Web Traffic,Normal request,No,
317,Legitimate but noisy web request,user_input=dvRycJB9%3Ctest%3E,Web Traffic,Normal request,No,
318,Legitimate but noisy web request,/admin/tools?cmd=view&id=31013,Web Traffic,Normal request,No,
319,Legitimate but noisy web request,/search?q=select+M2AFsiGa&page=5,Web Traffic,Normal request,No,
320,Legitimate but noisy web request,/admin/tools?cmd=view&id=45779,Web Traffic,Normal request,No,
321,Legitimate but noisy web request,/blog/script-ABk8Ir3s-tips,Web Traffic,Normal request,No,
322,Legitimate but noisy web request,/admin/tools?cmd=view&id=78980,Web Traffic,Normal request,No,
323,Legitimate but noisy web request,/search?q=select+FtafiuhY&page=10,Web Traffic,Normal request,No,
324,Legitimate but noisy web request,/download/cLf5AlAw_script.pdf,Web Traffic,Normal request,No,
325,Legitimate but noisy web request,/admin/tools?cmd=view&id=60953,Web Traffic,Normal request,No,
326,Legitimate but noisy web request,/api/data/4fKxvlEc?token=36bf86faff717c22,Web Traffic,Normal request,No,
327,Legitimate but noisy web request,/search?q=select+FZ79MFQ5&page=4,Web Traffic,Normal request,No,
328,Legitimate but noisy web request,/admin/tools?cmd=view&id=96890,Web Traffic,Normal request,No,
329,Legitimate but noisy web request,user_input=2rl1bR9G%3Ctest%3E,Web Traffic,Normal request,No,
330,Legitimate but noisy web request,/product?id=87355&desc=<b>gAwtqBr7</b>,Web Traffic,Normal request,No,
331,Legitimate but noisy web request,/admin/tools?cmd=view&id=33163,Web Traffic,Normal request,No,
332,Legitimate but noisy web request,/download/Zr6ccLdH_script.pdf,Web Traffic,Normal request,No,
333,Legitimate but noisy web request,/blog/script-RxL53IX2-tips,Web Traffic,Normal request,No,
334,Legitimate but noisy web request,/admin/tools?cmd=view&id=28433,Web Traffic,Normal request,No,
335,Legitimate but noisy web request,/api/data/I2vG8C8p?token=4e40ee8413351577,Web Traffic,Normal request,No,
336,Legitimate but noisy web request,/search?q=select+YUPVQgx8&page=1,Web Traffic,Normal request,No,
337,Legitimate but noisy web request,/download/CsWRyYE4_script.pdf,Web Traffic,Normal request,No,
338,Legitimate but noisy web request,/page?name=9fe9w3QB&status=active,Web Traffic,Normal request,No,
339,Legitimate but noisy web request,/download/iVzO2Wnq_script.pdf,Web Traffic,Normal request,No,
340,Legitimate but noisy web request,/admin/tools?cmd=view&id=57120,Web Traffic,Normal request,No,
341,Legitimate but noisy web request,/blog/script-AbS1327Y-tips,Web Traffic,Normal request,No,
342,Legitimate but noisy web request,/search?q=select+gIEf1de7&page=9,Web Traffic,Normal request,No,
343,Legitimate but noisy web request,user_input=sVMrKj8E%3Ctest%3E,Web Traffic,Normal request,No,
344,Legitimate but noisy web request,user_input=bVKPw45Q%3Ctest%3E,Web Traffic,Normal request,No,
345,Legitimate but noisy web request,/download/FeMWtHnI_script.pdf,Web Traffic,Normal request,No,
346,Legitimate but noisy web request,/product?id=8159&desc=<b>848xgDTQ</b>,Web Traffic,Normal request,No,
347,Legitimate but noisy web request,/page?name=UvCoJpCD&status=active,Web Traffic,Normal request,No,
348,Legitimate but noisy web request,/admin/tools?cmd=view&id=61347,Web Traffic,Normal request,No,
349,Legitimate but noisy web request,/search?q=select+TsIeesPA&page=7,Web Traffic,Normal request,No,
350,Legitimate but noisy web request,/page?name=53PZgYPF&status=active,Web Traffic,Normal request,No,
351,Legitimate but noisy web request,user_input=c4YrGhVn%3Ctest%3E,Web Traffic,Normal request,No,
352,Legitimate but noisy web request,user_input=Z6MbA9bc%3Ctest%3E,Web Traffic,Normal request,No,
353,Legitimate but noisy web request,/api/data/qHLE5GDS?token=649aa2712947580a,Web Traffic,Normal request,No,
354,Legitimate but noisy web request,/page?name=Ty6yCCOo&status=active,Web Traffic,Normal request,No,
355,Legitimate but noisy web request,/admin/tools?cmd=view&id=44900,Web Traffic,Normal request,No,
356,Legitimate but noisy web request,/page?name=8K2ovNKN&status=active,Web Traffic,Normal request,No,
357,Legitimate but noisy web request,/download/8amcA2RG_script.pdf,Web Traffic,Normal request,No,
358,Legitimate but noisy web request,/download/4uRHKsY7_script.pdf,Web Traffic,Normal request,No,
359,Legitimate but noisy web request,/api/data/7C8gnOVY?token=ab4f8530935691c7,Web Traffic,Normal request,No,
360,Legitimate but noisy web request,/admin/tools?cmd=view&id=71830,Web Traffic,Normal request,No,
361,Legitimate but noisy web request,/api/data/iP4NcP0W?token=8b8925b84b3a282e,Web Traffic,Normal request,No,
362,Legitimate but noisy web request,/search?q=select+I5JMB2JE&page=6,Web Traffic,Normal request,No,
363,Legitimate but noisy web request,/api/data/UTZmwFiJ?token=8eefb9b1d96dadec,Web Traffic,Normal request,No,
364,Legitimate but noisy web request,/product?id=57246&desc=<b>eGu4KY0g</b>,Web Traffic,Normal request,No,
365,Legitimate but noisy web request,/download/IlwoUOuW_script.pdf,Web Traffic,Normal request,No,
366,Legitimate but noisy web request,/page?name=MsA5eGwG&status=active,Web Traffic,Normal request,No,
367,Legitimate but noisy web request,/search?q=select+pYmUlxsM&page=4,Web Traffic,Normal request,No,
368,Legitimate but noisy web request,/blog/script-xw6D753X-tips,Web Traffic,Normal request,No,
369,Legitimate but noisy web request,/admin/tools?cmd=view&id=20851,Web Traffic,Normal request,No,
370,Legitimate but noisy web request,/page?name=KJjgObWc&status=active,Web Traffic,Normal request,No,
371,Legitimate but noisy web request,/api/data/WRbXIEnu?token=3b927bf7d27ebf3e,Web Traffic,Normal request,No,
372,Legitimate but noisy web request,/admin/tools?cmd=view&id=53093,Web Traffic,Normal request,No,
373,Legitimate but noisy web request,/admin/tools?cmd=view&id=28873,Web Traffic,Normal request,No,
374,Legitimate but noisy web request,/product?id=87100&desc=<b>a1G1PtXI</b>,Web Traffic,Normal request,No,
375,Legitimate but noisy web request,user_input=fsL9Ji3j%3Ctest%3E,Web Traffic,Normal request,No,
376,Legitimate but noisy web request,/blog/script-Q5lirFuS-tips,Web Traffic,Normal request,No,
377,Legitimate but noisy web request,/blog/script-xSMv0Ch7-tips,Web Traffic,Normal request,No,
378,Legitimate but noisy web request,/api/data/HXo5nloY?token=3e234efd8766d4a0,Web Traffic,Normal request,No,
379,Legitimate but noisy web request,/page?name=Fbb8d9Iv&status=active,Web Traffic,Normal request,No,
380,Legitimate but noisy web request,/blog/script-XU3qxr6g-tips,Web Traffic,Normal request,No,
381,Legitimate but noisy web request,/search?q=select+NwlPge2a&page=9,Web Traffic,Normal request,No,
382,Legitimate but noisy web request,/blog/script-lTyaYsRG-tips,Web Traffic,Normal request,No,
383,Legitimate but noisy web request,/search?q=select+1HJlixfE&page=7,Web Traffic,Normal request,No,
384,Legitimate but noisy web request,/product?id=98298&desc=<b>Jiw3euU7</b>,Web Traffic,Normal request,No,
385,Legitimate but noisy web request,/api/data/cAVngFSH?token=2b3074aae56e6921,Web Traffic,Normal request,No,
386,Legitimate but noisy web request,/product?id=58010&desc=<b>4G3u5lKv</b>,Web Traffic,Normal request,No,
387,Legitimate but noisy web request,/api/data/YtobSkmQ?token=b14b80879ca498b8,Web Traffic,Normal request,No,
388,Legitimate but noisy web request,/search?q=select+v9B5O75C&page=5,Web Traffic,Normal request,No,
389,Legitimate but noisy web request,/admin/tools?cmd=view&id=87232,Web Traffic,Normal request,No,
390,Legitimate but noisy web request,user_input=8hVCPfbS%3Ctest%3E,Web Traffic,Normal request,No,
391,Legitimate but noisy web request,/admin/tools?cmd=view&id=45148,Web Traffic,Normal request,No,
392,Legitimate but noisy web request,/download/nFKkzrxh_script.pdf,Web Traffic,Normal request,No,
393,Legitimate but noisy web request,/admin/tools?cmd=view&id=9938,Web Traffic,Normal request,No,
394,Legitimate but noisy web request,/blog/script-FWVbmd7c-tips,Web Traffic,Normal request,No,
395,Legitimate but noisy web request,/admin/tools?cmd=view&id=74724,Web Traffic,Normal request,No,
396,Legitimate but noisy web request,/api/data/O7uyILU9?token=133d991f612ef915,Web Traffic,Normal request,No,
397,Legitimate but noisy web request,/blog/script-1QnLEaYs-tips,Web Traffic,Normal request,No,
398,Legitimate but noisy web request,/admin/tools?cmd=view&id=53840,Web Traffic,Normal request,No,
399,Legitimate but noisy web request,/download/95tkOF37_script.pdf,Web Traffic,Normal request,No,
400,Legitimate but noisy web request,/blog/script-ZBi0MGj6-tips,Web Traffic,Normal request,No,
401,Legitimate but noisy web request,user_input=oft9izsl%3Ctest%3E,Web Traffic,Normal request,Yes,SQLi
402,Legitimate but noisy web request,/api/data/VFMhdRxo?token=261fa8aaa4c2a533,Web Traffic,Normal request,No,
403,Legitimate but noisy web request,/page?name=94q7RPQZ&status=active,Web Traffic,Normal request,No,
404,Legitimate but noisy web request,/api/data/wSddnNNz?token=b7bec6c400d6d985,Web Traffic,Normal request,No,
405,Legitimate but noisy web request,/product?id=15531&desc=<b>v2MhrLyc</b>,Web Traffic,Normal request,No,
406,Legitimate but noisy web request,/api/data/opJvwNqw?token=95d21f4e60f95602,Web Traffic,Normal request,No,
407,Legitimate but noisy web request,/api/data/Ecol8HHa?token=4ca0b6912d872889,Web Traffic,Normal request,No,
408,Legitimate but noisy web request,/search?q=select+lhqNAvAm&page=7,Web Traffic,Normal request,No,
409,Legitimate but noisy web request,/page?name=g0bpQb14&status=active,Web Traffic,Normal request,No,
410,Legitimate but noisy web request,/blog/script-VuF0kqMF-tips,Web Traffic,Normal request,No,
411,Legitimate but noisy web request,/page?name=eDMtgwEh&status=active,Web Traffic,Normal request,No,
412,Legitimate but noisy web request,user_input=djLXlZtH%3Ctest%3E,Web Traffic,Normal request,No,
413,Legitimate but noisy web request,user_input=MUikS4Ia%3Ctest%3E,Web Traffic,Normal request,No,
414,Legitimate but noisy web request,/page?name=POm1HmPI&status=active,Web Traffic,Normal request,No,
415,Legitimate but noisy web request,/product?id=45834&desc=<b>jsvt0fOt</b>,Web Traffic,Normal request,No,
416,Legitimate but noisy web request,/admin/tools?cmd=view&id=1230,Web Traffic,Normal request,No,
417,Legitimate but noisy web request,/product?id=58074&desc=<b>cNSIEHA3</b>,Web Traffic,Normal request,No,
418,Legitimate but noisy web request,/page?name=gfzkE7TH&status=active,Web Traffic,Normal request,No,
419,Legitimate but noisy web request,/search?q=select+eyTCT89p&page=4,Web Traffic,Normal request,No,
420,Legitimate but noisy web request,/api/data/ddrXKn8L?token=6862faa7ae84ffd2,Web Traffic,Normal request,No,
421,Legitimate but noisy web request,/search?q=select+ITdCFUWV&page=6,Web Traffic,Normal request,No,
422,Legitimate but noisy web request,/blog/script-Zvsi6kal-tips,Web Traffic,Normal request,No,
423,Legitimate but noisy web request,/blog/script-yVkCbp3K-tips,Web Traffic,Normal request,No,
424,Legitimate but noisy web request,/api/data/qRZWq8oh?token=57177fa9412c9ad5,Web Traffic,Normal request,No,
425,Legitimate but noisy web request,/page?name=E1UsJbzk&status=active,Web Traffic,Normal request,No,
426,Legitimate but noisy web request,/api/data/c80tdEmV?token=c997aae410155422,Web Traffic,Normal request,No,
427,Legitimate but noisy web request,/api/data/hbISruJj?token=0267ae497b78143f,Web Traffic,Normal request,No,
428,Legitimate but noisy web request,/blog/script-Z5wHYtIl-tips,Web Traffic,Normal request,No,
429,Legitimate but noisy web request,/download/yyAb8FI5_script.pdf,Web Traffic,Normal request,No,
430,Legitimate but noisy web request,/page?name=VSyBfaax&status=active,Web Traffic,Normal request,No,
431,Legitimate but noisy web request,/product?id=31344&desc=<b>75Ifudbo</b>,Web Traffic,Normal request,No,
432,Legitimate but noisy web request,user_input=zi9HtEPT%3Ctest%3E,Web Traffic,Normal request,No,
433,Legitimate but noisy web request,/admin/tools?cmd=view&id=72159,Web Traffic,Normal request,No,
434,Legitimate but noisy web request,/page?name=rN0KUbY2&status=active,Web Traffic,Normal request,No,
435,Legitimate but noisy web request,/page?name=Rh4ecAgo&status=active,Web Traffic,Normal request,No,
436,Legitimate but noisy web request,user_input=P4W5O3qT%3Ctest%3E,Web Traffic,Normal request,No,
437,Legitimate but noisy web request,/admin/tools?cmd=view&id=38627,Web Traffic,Normal request,No,
438,Legitimate but noisy web request,/page?name=z1NQP03l&status=active,Web Traffic,Normal request,No,
439,Legitimate but noisy web request,/admin/tools?cmd=view&id=2837,Web Traffic,Normal request,No,
440,Legitimate but noisy web request,/page?name=wuX344Id&status=active,Web Traffic,Normal request,No,
441,Legitimate but noisy web request,/product?id=52596&desc=<b>LW84cWKA</b>,Web Traffic,Normal request,No,
442,Legitimate but noisy web request,/product?id=6059&desc=<b>EJfLgDld</b>,Web Traffic,Normal request,No,
443,Legitimate but noisy web request,user_input=HFZNb6Hv%3Ctest%3E,Web Traffic,Normal request,No,
444,Legitimate but noisy web request,user_input=wfEry9OD%3Ctest%3E,Web Traffic,Normal request,No,
